student_id,gender,age,parental_education,family_income,internet_access,study_environment,study_hours_per_day,attendance_rate,sleep_hours,social_media_hours,assignment_completion_rate,participation_score,online_courses_completed,tutoring,math_score,reading_score,writing_score,science_score,final_exam_score,previous_gpa,pass_fail,grade_category
S08916,Male,17,Bachelor,Medium,Yes,Noisy,3.66,90.3,7.97,2.8,74.7,62.8,0,No,36.8,53.6,44.5,48.5,41.3,1.98,Fail,F
S08917,Male,15,High School,Low,Yes,Quiet,3.45,89.8,9.19,2.7,78.4,54.1,5,No,57.2,42.9,44.5,64.3,52.3,1.94,Pass,D
S08918,Female,15,Master,Low,Yes,Moderate,4.08,90.7,7.9,1.9,79.9,44.0,0,Yes,48.6,64.3,41.3,48.9,49.8,2.11,Fail,F
S08919,Female,17,Bachelor,Low,Yes,Moderate,2.8,86.7,7.37,3.9,50.8,54.7,3,No,50.2,33.6,33.9,45.5,43.6,1.4,Fail,F
S08920,Female,16,PhD,Medium,Yes,Quiet,1.25,78.8,7.29,1.2,94.6,66.8,5,Yes,44.8,29.5,57.3,50.1,43.9,2.02,Fail,F
S08921,Male,16,Bachelor,Medium,Yes,Noisy,3.05,73.2,7.36,2.9,64.6,100.0,4,No,48.7,48.8,31.6,29.2,40.3,1.93,Fail,F
S08922,Female,16,High School,Medium,Yes,Quiet,1.95,89.2,6.0,3.1,46.0,67.8,2,No,36.3,32.3,43.7,38.5,39.7,1.68,Fail,F
S08923,Male,15,Bachelor,Medium,Yes,Moderate,1.37,97.9,7.59,2.2,91.8,64.4,3,Yes,42.8,45.7,42.0,50.1,46.3,2.27,Fail,F
S08924,Female,18,High School,Medium,Yes,Moderate,3.69,83.7,5.69,3.7,66.3,49.1,0,Yes,45.9,46.9,45.8,50.9,49.6,1.83,Fail,F
S08925,Female,15,High School,Medium,Yes,Moderate,1.3,86.5,7.44,1.8,90.4,53.6,1,No,34.3,45.8,40.5,45.7,39.4,1.47,Fail,F
S08926,Female,18,High School,Medium,Yes,Quiet,3.82,71.8,6.53,5.9,53.8,83.0,2,Yes,35.7,38.4,43.9,26.3,37.8,1.22,Fail,F
S08927,Female,18,Bachelor,Medium,Yes,Quiet,1.45,80.5,7.87,2.9,73.9,91.3,1,Yes,27.8,29.7,29.2,45.3,31.6,1.31,Fail,F
S08928,Female,16,Bachelor,Medium,Yes,Quiet,2.65,72.7,7.38,4.4,65.5,56.1,1,No,47.1,39.6,44.7,45.5,45.8,1.76,Fail,F
S08929,Female,18,High School,High,Yes,Moderate,2.32,73.4,6.65,3.8,85.9,72.4,3,Yes,45.8,44.3,52.9,46.0,50.1,2.44,Pass,D
S08930,Male,15,Bachelor,Low,Yes,Quiet,4.36,86.0,5.99,4.6,66.6,100.0,2,No,64.5,73.8,47.4,59.2,61.4,1.89,Pass,D
S08931,Female,15,Bachelor,Low,No,Moderate,3.71,84.4,8.48,2.6,85.9,98.4,4,No,73.4,68.8,59.8,68.0,67.5,3.02,Pass,C
S08932,Male,16,Master,Medium,Yes,Quiet,2.01,92.9,6.91,4.2,73.7,73.7,2,No,28.8,35.4,33.1,49.8,38.3,1.3,Fail,F
S08933,Female,17,Bachelor,Medium,Yes,Quiet,2.81,92.7,8.74,4.7,70.1,55.7,3,No,59.3,44.6,48.8,25.6,45.6,2.16,Fail,F
S08934,Female,15,Bachelor,Low,Yes,Quiet,4.6,76.3,5.77,2.9,93.5,54.9,4,Yes,43.1,39.4,28.9,45.6,40.8,1.25,Fail,F
S08935,Female,18,High School,Medium,No,Moderate,4.79,65.6,6.75,1.5,100.0,37.9,4,Yes,51.0,51.3,50.7,49.3,50.5,2.15,Pass,D
S08936,Male,15,Master,Medium,Yes,Moderate,1.36,75.5,4.75,5.2,74.5,69.7,3,Yes,23.6,25.5,17.1,27.8,17.5,0.69,Fail,F
S08937,Male,15,Bachelor,Medium,Yes,Quiet,4.58,77.9,7.76,2.5,68.4,96.3,0,No,64.7,56.1,62.6,51.5,59.6,2.61,Pass,D
S08938,Female,15,Master,Medium,Yes,Quiet,4.49,90.5,7.84,2.6,77.9,59.5,0,No,49.0,31.4,49.2,39.1,44.5,2.07,Fail,F
S08939,Male,17,High School,Medium,Yes,Noisy,3.21,91.1,6.39,2.9,81.6,65.7,2,No,30.1,44.1,42.7,30.3,37.2,1.83,Fail,F
S08940,Female,18,Bachelor,Low,Yes,Quiet,2.89,84.5,6.35,1.3,53.1,68.9,2,Yes,43.5,55.0,47.6,55.6,52.9,1.6,Pass,D
S08941,Female,16,Bachelor,Low,Yes,Moderate,2.34,92.4,6.61,3.0,64.8,70.2,3,No,34.7,41.8,26.6,23.1,32.5,0.77,Fail,F
S08942,Male,15,High School,Low,Yes,Moderate,1.5,100.0,6.76,3.0,57.4,56.4,1,Yes,36.2,31.8,36.1,38.2,37.6,1.76,Fail,F
S08943,Male,18,Bachelor,Medium,Yes,Quiet,3.41,83.8,6.44,2.5,62.7,67.7,4,Yes,40.5,47.3,44.6,45.4,44.6,1.62,Fail,F
S08944,Male,18,Master,Medium,No,Moderate,2.8,82.7,8.08,2.4,100.0,74.7,1,No,51.3,60.7,58.4,39.3,55.5,2.08,Pass,D
S08945,Male,16,Bachelor,Medium,Yes,Noisy,3.52,76.6,6.53,2.2,45.7,77.0,2,Yes,62.8,47.7,63.4,69.1,59.6,2.5,Pass,D
S08946,Female,15,PhD,Medium,Yes,Noisy,3.55,88.2,5.1,1.9,85.6,75.1,0,No,66.7,39.6,52.0,52.8,53.7,2.12,Pass,D
S08947,Male,17,High School,Medium,Yes,Moderate,6.02,96.4,6.75,3.6,74.4,58.0,0,Yes,57.6,57.2,52.9,54.5,55.5,2.01,Pass,D
S08948,Male,18,Bachelor,Medium,Yes,Moderate,4.44,80.0,6.49,2.9,83.7,69.0,1,No,42.3,49.6,56.9,49.5,49.8,2.22,Fail,F
S08949,Female,16,Bachelor,Low,Yes,Quiet,3.66,81.1,5.69,3.9,62.5,74.7,2,No,59.2,62.3,57.0,39.6,53.9,2.0,Pass,D
S08950,Male,17,Bachelor,High,Yes,Quiet,0.5,79.8,7.19,1.7,73.1,85.6,5,Yes,35.3,38.5,38.5,31.9,37.0,1.4,Fail,F
S08951,Male,18,PhD,Medium,Yes,Quiet,3.47,73.5,5.07,4.2,98.4,77.9,1,No,81.3,75.3,79.6,65.0,75.3,2.77,Pass,C
S08952,Male,15,High School,Medium,No,Noisy,4.9,86.3,7.38,3.8,73.2,54.3,2,No,51.8,71.1,58.2,66.1,60.5,2.26,Pass,D
S08953,Male,18,Master,Medium,Yes,Quiet,2.49,86.7,6.97,2.1,100.0,71.0,2,No,32.5,37.4,48.0,46.2,40.8,1.65,Fail,F
S08954,Female,17,Bachelor,Medium,Yes,Quiet,5.63,84.6,6.44,1.5,40.0,76.1,2,Yes,49.4,56.1,54.6,43.0,49.1,2.19,Fail,F
S08955,Female,17,High School,Medium,Yes,Moderate,3.65,100.0,5.85,3.4,88.1,77.2,3,No,35.9,55.3,36.1,32.2,41.3,1.58,Fail,F
S08956,Male,15,Master,Low,Yes,Moderate,3.35,89.0,5.54,0.1,80.6,79.2,3,Yes,67.8,65.9,58.2,77.1,65.7,2.15,Pass,C
S08957,Male,15,Bachelor,High,Yes,Quiet,1.81,73.8,7.88,1.9,58.4,78.2,2,No,32.5,26.2,20.1,20.4,21.9,1.08,Fail,F
S08958,Female,16,Master,Medium,Yes,Quiet,4.8,91.3,6.7,2.9,93.7,46.6,3,Yes,66.8,56.9,59.2,72.3,64.1,2.66,Pass,D
S08959,Male,15,High School,Low,Yes,Moderate,2.0,81.6,5.32,2.3,68.8,54.8,1,No,56.9,49.4,46.0,53.7,49.0,2.29,Fail,F
S08960,Male,16,Master,Low,Yes,Moderate,2.32,81.7,6.99,0.9,83.5,87.7,4,No,47.2,37.0,28.9,56.8,47.5,1.88,Fail,F
S08961,Male,17,Bachelor,Medium,Yes,Moderate,0.74,83.3,6.73,2.6,65.2,55.4,1,No,43.0,32.7,40.6,32.9,36.1,1.72,Fail,F
S08962,Male,17,High School,Medium,Yes,Quiet,4.08,82.1,8.41,1.0,72.3,74.4,2,No,80.9,65.4,74.5,77.8,73.3,2.7,Pass,C
S08963,Male,18,Bachelor,Medium,Yes,Moderate,3.71,87.7,6.59,2.9,90.6,60.7,5,No,52.8,60.2,62.9,54.2,58.3,2.18,Pass,D
S08964,Male,18,High School,High,Yes,Moderate,3.01,100.0,7.98,1.9,100.0,84.8,4,No,58.0,63.8,69.2,62.5,59.8,2.8,Pass,D
S08965,Male,16,Bachelor,Medium,Yes,Quiet,3.89,81.3,6.78,2.3,66.5,86.3,3,Yes,49.9,52.1,59.2,50.1,53.7,2.28,Pass,D
S08966,Male,15,High School,Medium,No,Quiet,3.78,85.9,5.82,1.3,98.7,56.2,0,No,66.9,61.9,72.9,74.9,71.4,2.96,Pass,C
S08967,Male,15,High School,Medium,Yes,Noisy,2.56,87.3,7.47,3.7,100.0,80.5,1,No,47.8,40.9,43.3,41.4,43.4,1.38,Fail,F
S08968,Female,18,High School,High,Yes,Moderate,2.06,79.9,8.22,2.3,89.6,83.0,0,No,44.2,33.6,27.2,41.0,40.2,1.57,Fail,F
S08969,Female,17,Bachelor,Medium,Yes,Quiet,0.94,81.0,7.91,1.4,91.5,78.8,3,No,39.2,26.8,40.8,53.8,39.6,1.41,Fail,F
S08970,Female,16,Bachelor,High,Yes,Quiet,2.79,94.9,7.31,2.3,69.4,66.5,1,No,53.3,51.4,64.9,52.1,54.6,2.24,Pass,D
S08971,Male,17,Bachelor,Low,Yes,Moderate,1.43,79.9,8.0,5.1,65.5,44.2,4,No,43.4,40.2,27.9,36.0,34.0,1.27,Fail,F
S08972,Male,17,High School,Medium,Yes,Moderate,3.2,76.1,7.17,3.0,72.9,87.5,2,No,26.9,33.0,40.5,51.0,38.7,1.77,Fail,F
S08973,Female,15,Bachelor,Medium,Yes,Noisy,2.81,100.0,7.08,4.1,84.0,60.7,3,No,60.3,54.4,47.4,43.3,51.5,1.64,Pass,D
S08974,Male,16,Bachelor,High,No,Moderate,2.52,72.9,5.53,0.1,75.5,66.6,4,Yes,50.0,45.9,53.9,59.1,53.8,1.96,Pass,D
S08975,Female,17,High School,Low,Yes,Quiet,4.26,93.8,7.21,2.2,68.8,77.0,2,No,43.0,45.3,41.7,54.7,45.4,1.61,Fail,F
S08976,Male,18,Master,Low,Yes,Moderate,1.82,83.0,8.51,1.0,69.5,54.8,3,No,32.3,43.4,39.0,38.4,39.2,1.24,Fail,F
S08977,Female,18,Bachelor,Low,Yes,Quiet,0.78,72.8,5.36,1.7,75.4,53.3,2,Yes,24.0,40.9,43.5,43.3,37.4,1.65,Fail,F
S08978,Female,15,Bachelor,Medium,Yes,Quiet,2.73,81.2,5.69,1.4,92.9,57.2,3,No,37.5,41.4,46.7,38.7,42.3,1.92,Fail,F
S08979,Female,18,High School,Medium,No,Quiet,2.11,82.7,6.67,4.4,63.8,56.1,3,No,15.5,31.2,39.7,24.3,26.2,1.21,Fail,F
S08980,Male,18,High School,High,No,Quiet,3.15,68.7,5.64,3.6,88.5,53.6,1,No,53.7,41.8,41.2,48.7,46.1,1.8,Fail,F
S08981,Female,17,Master,Medium,Yes,Noisy,1.9,89.3,7.68,1.4,87.9,69.9,2,No,40.7,30.6,31.2,24.7,30.9,1.36,Fail,F
S08982,Male,18,Master,Low,Yes,Moderate,3.5,88.3,5.27,1.8,72.2,73.2,3,No,58.2,65.2,48.3,59.3,59.7,2.11,Pass,D
S08983,Male,18,High School,Low,Yes,Quiet,1.83,81.5,7.68,3.0,84.4,59.6,4,No,57.9,39.3,48.2,33.8,44.8,1.98,Fail,F
S08984,Male,17,High School,Low,Yes,Moderate,1.82,89.7,8.0,3.8,97.8,70.9,1,No,47.0,34.1,39.8,51.6,43.0,1.41,Fail,F
S08985,Male,15,Bachelor,Medium,Yes,Moderate,3.74,87.0,7.66,4.1,75.1,28.9,2,No,34.7,42.4,48.0,33.6,35.4,1.46,Fail,F
S08986,Male,15,Bachelor,High,No,Noisy,2.94,97.9,7.02,3.5,68.4,74.4,1,Yes,60.2,51.6,58.2,65.3,59.9,3.15,Pass,D
S08987,Male,16,Master,High,Yes,Noisy,1.58,74.2,7.53,5.2,65.6,71.0,4,No,14.3,23.2,33.4,33.7,25.9,0.89,Fail,F
S08988,Male,18,High School,Medium,Yes,Quiet,1.86,82.1,5.84,3.1,67.3,86.4,1,Yes,39.8,43.7,35.8,38.3,40.6,1.68,Fail,F
S08989,Female,17,Bachelor,Low,No,Noisy,2.55,95.0,7.26,1.8,91.9,75.6,1,No,53.6,43.3,39.5,61.1,50.1,2.15,Pass,D
S08990,Female,16,High School,Low,Yes,Quiet,1.63,90.4,6.38,1.3,79.1,78.1,3,Yes,39.8,64.0,38.9,52.6,45.7,1.18,Fail,F
S08991,Female,15,High School,Medium,Yes,Quiet,2.65,62.0,7.89,0.9,56.0,59.5,2,No,60.4,46.4,50.8,54.9,51.0,1.77,Pass,D
S08992,Male,15,High School,High,Yes,Quiet,2.7,68.3,7.71,0.7,98.8,43.6,2,No,56.6,51.7,54.5,61.7,53.3,2.09,Pass,D
S08993,Male,17,Master,Low,Yes,Quiet,1.9,85.0,6.19,3.5,77.3,69.8,1,No,37.5,30.3,33.3,45.2,38.1,1.25,Fail,F
S08994,Male,16,Bachelor,Low,Yes,Noisy,3.78,100.0,7.35,4.9,87.2,46.9,4,Yes,48.0,47.9,51.0,33.6,44.5,1.68,Fail,F
S08995,Male,16,Master,Medium,No,Moderate,1.78,80.7,7.39,2.7,89.0,70.9,2,No,44.1,58.4,52.9,43.2,50.4,1.89,Pass,D
S08996,Female,17,High School,Medium,Yes,Moderate,4.49,91.5,6.53,5.2,67.5,77.3,0,Yes,52.8,56.7,39.9,61.6,49.1,1.96,Fail,F
S08997,Male,17,High School,Low,No,Noisy,2.74,85.8,7.02,2.5,61.5,68.4,3,Yes,29.6,28.1,33.9,27.7,31.3,1.09,Fail,F
S08998,Female,16,High School,High,Yes,Quiet,2.21,90.8,7.51,3.4,65.5,55.3,1,Yes,59.4,51.1,36.6,44.2,47.7,1.67,Fail,F
S08999,Male,15,High School,Low,Yes,Quiet,3.65,95.7,6.54,0.1,77.1,96.0,0,Yes,61.3,76.5,73.3,56.6,67.5,2.62,Pass,C
S09000,Female,18,Master,High,Yes,Moderate,3.04,94.4,6.11,3.7,86.6,65.6,2,No,52.5,66.0,49.9,54.5,58.5,2.4,Pass,D
S09001,Male,15,High School,Low,Yes,Noisy,3.91,94.1,7.23,1.5,100.0,85.0,5,No,55.8,46.8,48.6,59.9,55.1,2.07,Pass,D
S09002,Female,17,High School,Low,Yes,Noisy,0.6,78.9,8.48,3.7,93.5,93.2,2,No,39.4,55.0,36.2,45.8,43.8,2.06,Fail,F
S09003,Male,16,High School,Medium,No,Quiet,3.62,83.5,6.85,4.4,50.5,89.4,1,Yes,28.3,51.6,44.4,34.4,41.0,1.52,Fail,F
S09004,Female,16,High School,Low,Yes,Noisy,2.38,90.2,6.65,3.0,77.7,80.1,3,No,32.3,41.8,38.8,41.6,38.0,1.36,Fail,F
S09005,Male,18,Master,Medium,Yes,Noisy,3.05,89.8,6.21,3.1,45.9,96.2,5,No,42.8,60.9,39.6,54.5,49.7,2.02,Fail,F
S09006,Female,16,Bachelor,Medium,Yes,Quiet,2.89,90.9,8.15,2.7,94.4,75.4,2,No,41.6,28.5,30.5,35.8,33.9,1.55,Fail,F
S09007,Female,18,Bachelor,Medium,Yes,Moderate,4.62,67.3,7.88,3.5,77.0,85.1,1,No,39.7,42.8,52.0,48.2,48.7,2.05,Fail,F
S09008,Male,15,Bachelor,Medium,Yes,Quiet,0.77,97.0,6.85,5.3,80.5,73.2,2,No,38.9,38.9,45.3,31.6,37.2,1.54,Fail,F
S09009,Female,15,High School,Medium,No,Moderate,4.94,68.0,6.21,2.5,76.5,57.2,6,No,53.0,38.4,52.6,60.5,52.6,2.04,Pass,D
S09010,Male,16,High School,Low,Yes,Noisy,3.85,77.5,6.2,2.7,81.1,72.8,2,No,60.0,61.9,58.5,71.4,60.5,2.47,Pass,D
S09011,Male,16,Master,High,Yes,Moderate,3.18,87.0,6.14,0.0,69.7,48.5,3,No,52.7,50.9,57.5,44.2,51.3,2.0,Pass,D
S09012,Male,17,Bachelor,High,Yes,Moderate,1.28,84.7,6.51,3.1,81.5,71.6,0,Yes,46.9,38.1,34.0,37.0,39.0,1.29,Fail,F
S09013,Female,17,High School,Low,Yes,Noisy,0.99,99.2,6.44,1.3,65.7,64.4,1,No,36.8,39.3,43.7,47.2,39.6,1.64,Fail,F
S09014,Female,16,High School,Medium,Yes,Quiet,2.33,73.3,6.26,2.2,84.4,83.3,0,Yes,49.9,41.9,44.1,39.6,42.2,1.55,Fail,F
S09015,Male,16,High School,Medium,Yes,Quiet,3.76,81.4,8.12,3.2,84.1,90.3,1,No,55.1,64.4,44.7,58.4,53.0,1.89,Pass,D
S09016,Male,15,High School,Low,Yes,Quiet,2.99,65.3,8.59,0.1,87.2,53.9,3,No,42.3,53.0,54.4,44.8,48.6,1.84,Fail,F
S09017,Female,16,High School,Medium,Yes,Moderate,3.69,86.3,5.91,3.2,78.5,76.0,3,No,59.3,64.8,53.6,69.4,60.5,2.71,Pass,D
S09018,Female,17,High School,Medium,No,Noisy,1.24,82.9,6.43,2.9,95.6,76.2,1,No,24.7,34.3,41.9,31.5,30.8,1.33,Fail,F
S09019,Female,15,Bachelor,Low,Yes,Moderate,3.05,72.6,6.05,3.6,100.0,89.9,1,Yes,54.7,38.1,44.2,37.7,46.2,1.76,Fail,F
S09020,Male,18,High School,Low,Yes,Noisy,4.31,98.1,7.32,1.5,57.0,83.5,1,Yes,53.2,48.1,61.1,66.1,58.4,2.13,Pass,D
S09021,Male,17,High School,Medium,Yes,Moderate,4.74,95.8,6.66,4.2,61.0,86.8,4,Yes,48.8,45.3,66.4,63.8,60.4,2.6,Pass,D
S09022,Male,17,Master,Medium,Yes,Moderate,1.5,85.7,5.97,3.0,77.4,75.9,2,No,29.5,55.7,42.0,41.9,43.3,1.62,Fail,F
S09023,Male,15,Bachelor,Low,No,Moderate,2.58,96.4,8.65,1.4,73.2,51.8,0,Yes,53.6,40.8,37.0,39.7,43.2,1.72,Fail,F
S09024,Male,18,Master,Medium,No,Noisy,2.59,84.1,7.49,0.4,87.1,59.2,0,No,57.9,56.5,54.6,43.2,51.0,2.06,Pass,D
S09025,Female,17,High School,Medium,Yes,Quiet,2.25,92.1,6.02,1.7,87.1,76.5,2,No,49.1,60.6,36.4,53.4,51.3,1.95,Pass,D
S09026,Male,16,Bachelor,Low,Yes,Quiet,4.09,93.6,8.51,3.8,84.5,51.1,5,No,46.6,54.9,54.7,56.0,53.5,2.28,Pass,D
S09027,Female,17,High School,High,Yes,Quiet,6.45,74.3,5.85,3.2,55.1,62.4,1,No,58.4,71.3,66.6,80.2,70.5,2.52,Pass,C
S09028,Female,15,Bachelor,Medium,Yes,Noisy,1.66,89.3,7.61,0.0,82.9,64.6,5,No,56.5,54.1,42.5,59.2,54.0,2.53,Pass,D
S09029,Male,15,High School,Medium,No,Noisy,3.51,86.7,9.42,2.0,100.0,68.5,2,Yes,72.3,56.6,43.7,48.7,57.0,2.46,Pass,D
S09030,Female,15,High School,Medium,Yes,Quiet,3.35,74.8,6.87,2.7,87.7,75.8,0,Yes,38.5,57.6,50.4,29.2,40.9,2.13,Fail,F
S09031,Male,17,Master,Medium,Yes,Noisy,3.38,72.2,6.71,5.4,79.0,74.8,1,No,27.9,41.3,21.7,29.8,28.8,1.05,Fail,F
S09032,Female,18,Bachelor,Low,Yes,Moderate,4.6,90.0,7.17,4.4,89.3,79.2,3,No,46.5,57.6,54.0,60.2,53.1,1.97,Pass,D
S09033,Male,16,Master,Medium,Yes,Moderate,3.45,82.2,9.23,2.2,67.0,56.1,3,Yes,45.0,40.3,45.1,35.9,41.0,2.15,Fail,F
S09034,Male,15,High School,Medium,No,Noisy,0.5,70.4,8.48,2.8,86.3,64.1,4,No,18.5,39.8,20.1,12.2,20.9,0.55,Fail,F
S09035,Female,18,High School,Medium,Yes,Moderate,1.28,90.8,6.56,0.5,79.7,76.9,1,Yes,46.9,68.0,53.5,57.3,56.9,2.37,Pass,D
S09036,Male,16,Bachelor,Medium,Yes,Moderate,1.72,94.3,7.3,0.0,62.8,52.9,2,No,71.5,72.2,53.1,55.8,64.1,2.93,Pass,D
S09037,Female,15,Bachelor,Medium,Yes,Quiet,2.1,73.3,7.92,1.9,83.7,81.3,1,No,74.7,49.8,50.3,48.8,56.3,2.01,Pass,D
S09038,Male,16,Bachelor,Low,Yes,Quiet,2.83,85.0,6.57,4.0,80.7,71.7,2,No,43.6,26.3,37.3,45.2,36.8,1.31,Fail,F
S09039,Male,16,Master,Medium,Yes,Moderate,2.74,100.0,5.87,2.8,92.1,50.4,5,Yes,56.8,45.2,47.1,58.3,55.0,1.69,Pass,D
S09040,Male,18,High School,Medium,Yes,Quiet,0.81,75.9,8.08,1.4,82.0,82.6,4,No,43.0,46.1,29.4,38.4,36.6,1.39,Fail,F
S09041,Female,16,Bachelor,Medium,Yes,Moderate,1.07,100.0,7.51,3.9,83.1,73.5,0,No,33.5,28.3,50.7,40.0,39.3,1.46,Fail,F
S09042,Female,15,High School,Medium,No,Moderate,0.5,81.8,7.32,5.2,82.2,97.1,0,No,38.6,41.8,24.0,43.0,38.8,1.65,Fail,F
S09043,Male,18,High School,Medium,Yes,Moderate,1.14,84.3,8.11,0.3,82.0,87.2,5,No,31.2,39.8,44.2,25.6,38.0,1.24,Fail,F
S09044,Female,17,Bachelor,High,Yes,Moderate,4.19,71.1,5.85,2.4,97.1,45.7,1,No,62.8,67.6,66.1,56.6,64.2,2.89,Pass,D
S09045,Male,17,Bachelor,Low,No,Noisy,2.68,71.4,6.77,1.7,90.7,66.0,3,No,58.4,57.1,63.6,46.0,54.3,1.81,Pass,D
S09046,Female,18,High School,Low,Yes,Quiet,1.86,78.4,9.64,2.6,65.9,72.3,0,Yes,42.4,48.4,30.7,35.1,36.7,1.04,Fail,F
S09047,Female,17,High School,Medium,Yes,Moderate,0.7,93.9,7.57,1.8,78.1,74.1,2,No,14.6,31.7,27.0,6.9,20.9,1.01,Fail,F
S09048,Male,16,Bachelor,Low,Yes,Noisy,1.78,100.0,7.63,6.7,58.9,56.1,2,No,35.9,32.4,31.6,29.2,30.6,0.94,Fail,F
S09049,Male,15,Bachelor,Medium,Yes,Quiet,3.73,100.0,7.11,2.3,100.0,71.3,4,No,45.4,56.5,54.3,38.6,50.8,1.76,Pass,D
S09050,Male,16,High School,Low,No,Quiet,3.57,83.8,5.16,3.0,69.6,65.8,6,No,38.9,60.7,53.8,44.3,49.3,1.98,Fail,F
S09051,Male,18,High School,Low,Yes,Moderate,2.7,81.4,6.18,2.8,68.6,57.3,2,Yes,52.9,46.7,41.6,51.8,47.7,2.05,Fail,F
S09052,Male,15,High School,Low,Yes,Moderate,2.68,75.2,7.91,0.6,100.0,62.6,2,No,33.1,41.2,42.0,47.0,39.9,1.48,Fail,F
S09053,Female,18,PhD,Medium,Yes,Quiet,0.87,96.1,6.46,2.8,71.1,62.9,3,No,36.0,35.4,25.6,24.3,30.6,1.23,Fail,F
S09054,Female,18,Master,High,Yes,Moderate,2.07,77.7,6.83,0.3,65.8,97.6,1,Yes,53.8,59.6,46.0,54.5,55.5,2.25,Pass,D
S09055,Male,18,Bachelor,Medium,Yes,Moderate,3.67,82.6,7.29,5.2,89.9,87.6,2,No,73.5,59.0,53.3,71.0,65.0,2.48,Pass,D
S09056,Male,16,PhD,Low,Yes,Moderate,2.19,90.0,6.02,3.9,79.9,74.4,3,No,47.8,28.5,29.8,24.1,32.4,1.36,Fail,F
S09057,Male,15,Bachelor,Medium,Yes,Moderate,4.95,89.5,5.72,1.6,66.6,44.7,1,No,77.1,94.0,90.7,70.4,82.8,3.47,Pass,B
S09058,Female,15,High School,Low,Yes,Moderate,4.45,78.9,6.99,2.2,85.1,91.1,1,Yes,63.7,71.1,52.1,49.8,55.8,2.36,Pass,D
S09059,Male,15,High School,Medium,Yes,Moderate,2.46,84.0,6.63,4.0,89.4,39.6,2,Yes,37.5,25.4,34.7,24.5,29.4,1.23,Fail,F
S09060,Male,16,Master,High,Yes,Moderate,2.68,79.2,7.23,2.9,92.9,50.7,1,No,57.7,50.5,52.6,38.5,48.9,2.4,Fail,F
S09061,Female,17,Bachelor,Medium,Yes,Moderate,5.67,76.7,5.57,0.0,83.8,47.2,2,No,83.3,90.2,88.0,85.7,86.7,3.44,Pass,B
S09062,Female,16,Master,Low,Yes,Moderate,4.02,74.7,6.47,2.8,93.3,55.9,2,No,46.6,60.9,49.1,41.8,49.7,1.9,Fail,F
S09063,Female,16,Master,Medium,Yes,Noisy,3.08,70.3,7.69,4.1,92.7,95.2,1,No,62.1,55.6,51.8,41.6,52.0,2.02,Pass,D
S09064,Female,18,Bachelor,Low,Yes,Moderate,3.22,88.6,9.95,0.0,73.1,81.7,3,No,55.5,51.7,59.6,65.8,57.7,2.1,Pass,D
S09065,Male,15,High School,Medium,Yes,Moderate,3.18,82.6,7.12,2.7,100.0,73.9,2,No,73.0,59.2,59.9,49.0,59.6,2.59,Pass,D
S09066,Female,15,High School,Medium,Yes,Quiet,2.98,73.6,7.67,1.2,89.8,70.1,0,No,49.4,50.6,37.4,55.0,47.2,1.69,Fail,F
S09067,Female,17,High School,Medium,Yes,Noisy,1.71,72.7,7.49,4.4,100.0,55.9,2,No,33.7,30.1,33.8,32.3,33.7,1.16,Fail,F
S09068,Male,17,High School,High,No,Moderate,2.52,72.6,7.29,1.8,77.9,82.3,1,Yes,49.6,59.2,44.4,56.5,51.4,2.46,Pass,D
S09069,Male,18,Bachelor,Medium,Yes,Moderate,1.28,78.9,7.68,1.7,92.7,91.9,2,No,31.8,25.9,41.7,45.6,34.6,1.2,Fail,F
S09070,Male,15,High School,High,Yes,Moderate,3.87,96.3,6.04,3.7,84.1,83.5,3,Yes,63.0,65.7,59.5,60.8,62.2,2.26,Pass,D
S09071,Female,17,High School,Medium,Yes,Quiet,2.84,78.2,6.64,1.2,94.6,79.3,0,No,46.5,58.5,42.2,44.3,48.4,1.83,Fail,F
S09072,Male,17,Bachelor,Medium,Yes,Moderate,3.93,90.6,7.25,2.6,73.7,85.1,4,No,54.3,55.7,48.2,49.3,54.5,2.01,Pass,D
S09073,Female,15,High School,Medium,Yes,Quiet,1.47,100.0,6.03,2.9,71.7,71.0,1,No,52.2,72.7,64.3,42.7,56.5,2.64,Pass,D
S09074,Female,16,Bachelor,Low,Yes,Quiet,4.71,86.7,7.43,2.2,98.5,40.2,3,No,78.0,72.3,49.4,54.7,67.4,2.66,Pass,C
S09075,Female,17,Bachelor,Medium,Yes,Quiet,4.56,77.4,5.08,0.5,83.6,87.1,1,No,54.7,55.1,66.1,69.3,60.6,2.32,Pass,D
S09076,Male,15,Bachelor,Medium,Yes,Quiet,1.11,84.1,7.81,1.2,94.7,54.3,1,No,37.7,30.4,28.9,37.3,34.8,1.1,Fail,F
S09077,Female,17,Master,Low,Yes,Quiet,2.39,84.6,6.85,2.3,58.8,70.4,2,Yes,25.4,44.2,52.2,54.5,40.3,1.47,Fail,F
S09078,Male,18,High School,Medium,Yes,Moderate,2.52,100.0,7.69,0.0,67.9,97.2,2,Yes,44.2,70.9,53.6,48.1,56.1,2.19,Pass,D
S09079,Male,17,High School,Medium,Yes,Moderate,1.27,67.7,8.0,2.6,72.2,69.6,6,No,34.7,22.0,30.4,29.5,30.4,1.22,Fail,F
S09080,Male,15,Master,High,Yes,Quiet,2.69,96.2,8.41,2.1,99.5,94.6,3,No,36.3,53.2,64.7,47.7,53.5,2.11,Pass,D
